s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 2.9001148E+001, 3.5166829E+004,-1.0605156E+004,-2.0469897E+004,-2.1918935E+003,-1.8283882E+000, 0.0000000E+000, 0.0000000E+000, 1.8797881E+002, 1.8980547E+003, 1.4936341E+002, 9.1109756E-001, 0.0000000E+000
 3.0003197E+001, 4.2418112E+004,-1.3256720E+004,-2.2272149E+004,-2.5623036E+003,-1.8503939E+000, 0.0000000E+000, 0.0000000E+000, 5.4772478E+003, 4.3250881E+003, 1.4936341E+002, 9.1220344E-001, 0.0000000E+000
 3.1007109E+001, 3.6056416E+004,-1.0939355E+004,-1.9675066E+004,-2.2172000E+003,-1.8279744E+000, 0.0000000E+000, 0.0000000E+000, 2.1231195E+003, 3.2229674E+003, 1.4936341E+002, 9.1311252E-001, 0.0000000E+000
 3.2003513E+001, 4.3771770E+004,-1.4031295E+004,-2.2809804E+004,-2.4872382E+003,-1.8399815E+000, 0.0000000E+000, 0.0000000E+000, 4.6721964E+003, 4.4415927E+003, 1.4936341E+002, 9.1385553E-001, 0.0000000E+000
 3.3008068E+001, 3.6741299E+004,-1.1191789E+004,-2.1862093E+004,-2.2581056E+003,-1.8429466E+000, 0.0000000E+000, 0.0000000E+000, 9.4141016E+002, 1.4274683E+003, 1.4936341E+002, 9.1446416E-001, 0.0000000E+000
 3.4008030E+001, 3.8656935E+004,-1.2327250E+004,-2.1549102E+004,-2.2271541E+003,-1.8493940E+000, 0.0000000E+000, 0.0000000E+000, 1.7444253E+003, 2.5515791E+003, 1.4936341E+002, 9.1496386E-001, 0.0000000E+000
 3.5005642E+001, 4.1640688E+004,-1.2014892E+004,-2.5726076E+004,-2.3914477E+003,-1.8439297E+000, 0.0000000E+000, 0.0000000E+000, 2.1035997E+003, 1.5064288E+003, 1.4936341E+002, 9.1537105E-001, 0.0000000E+000
 3.6006954E+001, 3.8001565E+004,-1.2649397E+004,-2.1688640E+004,-2.2032091E+003,-1.8104467E+000, 0.0000000E+000, 0.0000000E+000,-5.8999086E+001, 1.4585089E+003, 1.4936341E+002, 9.1570544E-001, 0.0000000E+000
 3.7001080E+001, 4.4027897E+004,-1.3038913E+004,-2.6913315E+004,-2.4966118E+003,-1.8275187E+000, 0.0000000E+000, 0.0000000E+000, 2.7614513E+003, 1.5772299E+003, 1.4936341E+002, 9.1597853E-001, 0.0000000E+000
 3.8006493E+001, 3.5258589E+004,-1.1143581E+004,-2.0707320E+004,-2.1526709E+003,-1.8346851E+000, 0.0000000E+000, 0.0000000E+000, 3.0474219E+002, 1.2531826E+003, 1.4936341E+002, 9.1620291E-001, 0.0000000E+000
 3.9006485E+001, 4.3776229E+004,-1.3503977E+004,-2.4563624E+004,-2.3593317E+003,-1.8726155E+000, 0.0000000E+000, 0.0000000E+000, 3.2883044E+003, 3.3474241E+003, 1.4936341E+002, 9.1638701E-001, 0.0000000E+000
